FID,Status,Score,Match_type,Match_addr,Number,LONGITUDE,LATITUDE,UID,ProgType,Agency,ProgName,InvType,BedType,TargetPop,SubPop,PopB,PopC,McKVento,UtilizRate,Address,Address2,City_1,ZIP,GEOID,Contact,Title,Phone,Email,SPA,SD,CD,CTs,Beds,Units,PIT,SkidRow,Veterans
201,M,92.5,A,"616 W 81st St, Los Angeles, CA, 90044",1,-118.284793,33.965474,105-008956,PSH,Project New Hope,"Ready, Willing, and Able (A): Norlin Lockwood, Hoover and Nyumba Apartments",C,0,SMF+HC,Family,HIV,NA,Yes,0.77,616 W. 81st St., ,Los Angeles,90027,62118,Brigitte Tweddell,Executive Director,(213) 250-9482,btweddell@projectnewhope.org,SPA 4,SD 1,CD 1,197500,116, ,89, , 
202,M,90.87,A,"1447 N Bronson Ave, Los Angeles, CA, 90028",1,-118.318039,34.097117,278-007108,TH,Los Angeles Mission,Bronson,C,0,SMF+HC,Family,NA, ,No,0.76,1447 Bronson Ave., , ,90028,62118,Timothy Law,Dir. Men's Services,(213) 629-1228,tlaw@lamission.net,SPA 4,SD 2,CD 10,218110,76, ,58, , 
203,M,90.87,A,"153 Glendale Blvd, Los Angeles, CA, 90026",1,-118.259858,34.063129,092-006507,OPH,Little Tokyo Service Center,Larry Itliong Village,C,0,SMF+HC,Youth,NA,Youth (Emancipated Foster Youth),No,0.22,153 N Glendale Blvd, ,Los Angeles,90026,62118,Takao Suzuki,Director of Real Estate, ,TSuzuki@LTSC.org,SPA 4,SD 1,CD 13,208300,46, ,10, , 
204,M,100,A,"5617 Fernwood Ave, Los Angeles, CA, 90028",1,-118.311757,34.095862,044-008565,ES,People Assisting the Homeless (PATH),Year Round Emergency Shelter - Hollywood,C,Facility-based beds,SMF,Individual,NA,Chronically Homeless,Yes,0.94,5617 Fernwood Ave., ,Los Angeles,90028,62118,Mario Cardona,Associate Director,(323) 960-3333,mcardona@epath.org,SPA 4,SD 3,CD 13,190901,66, ,62, , 
205,M,85.48,A,"1553 Schrader Blvd, Los Angeles, CA, 90028",1,-118.332544,34.098925,321-011650,TH,Hollywood Wilshire YMCA,Brighter Future - Hollywood Wilshire YMCA,C,0,SFHC,Family,NA,NA,Yes,0.78,1553 North Schrader Blvd, ,Hollywood,90028,62118,Elizabeth Olguin,Housing Program Director,(323) 333-3553,elizabetholguin@ymcala.org,SPA 4,SD 3,CD 13,190700,32, ,25, , 
206,M,100,A,"1622 Wilcox Ave, Los Angeles, CA, 90028",1,-118.330965,34.100212,397-016550,PSH,Gett Love,Gilbert Hotel,C,0,SMF,Individual,NA,NA,No,0.5,1622 Wilcox Avenue, ,Los Angeles,90028,62118,Keegan Hornbeck,Outreach,(323) 206-6887,keeganh@gmail.com,SPA 4,SD 3,CD 13,190700,20, ,10, ,Veterans
207,M,100,A,"1550 N Gower St, Los Angeles, CA, 90028",1,-118.322255,34.098951,121-007202,ES,Los Angeles Youth Network (LAYN),Hollywood Youth Shelter,C,Facility-based beds,YMF,Youth,HIV,Youth (Ages 12-17),Yes,0.76,1550 N. Gower St., ,Los Angeles,90028,62118,Chris Albidrez,Outreach Manager,(323) 957-7757,calbidrez@layn.org,SPA 4,SD 3,CD 13,191000,17, ,13, , 
208,M,94.61,A,"1760 N Gower St, Los Angeles, CA, 90028",1,-118.322277,34.102994,419-017600,ES,First Presbyterian Church of Hollywood,STAR Collaborative (Shelter for Those At Risk),C,Facility-based beds,SMF,Individual,NA,Seniors (Aged 55+),No,0.8,1760 N Gower St, ,Hollywood,90028,62118,Amie Quigley, ,(323) 463-7161 x 270,aquigley@fpch.org,SPA 4,SD 3,CD 13,191000,25, ,20, , 
209,M,100,A,"5939 Hollywood Blvd, Los Angeles, CA, 90028",1,-118.318905,34.10173,040-009422,TH,The Salvation Army,The Way In Youth Shelter,C,0,SMF,Youth,NA,Youth (Ages 18-25),Yes,1,5939 HOLLYWOOD BLVD, ,Los Angeles,90028,62118,Karen Wiener,Program Director,(323) 469-2946,karen.wiener@usw.salvationarmy.org,SPA 4,SD 2,CD 13,192510,18, ,18, , 
210,M,94.61,A,"1740 N Hudson Ave, Los Angeles, CA, 90028",1,-118.332068,34.102362,011-001129,PSH,A Community of Friends,Selby Hotel,C,0,SMF,Individual,NA,NA,No,0.93,1740 N Hudson Ave, ,Hollywood,90028,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 4,SD 3,CD 13,190200,15, ,14, , 
211,M,100,A,"1726 N Gower St, Los Angeles, CA, 90028",1,-118.322303,34.102382,011-001132,PSH,PATH Ventures,Villas at Gower Apartments,C,0,SMF+HC,Family,NA,Mentally Ill,No,0.57,1726 N.Gower St., ,Los Angeles,90028,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 4,SD 3,CD 13,191000,122, ,69, , 
213,M,100,A,"6118 Carlos Ave, Los Angeles, CA, 90028",1,-118.323104,34.102779,121-007205,TH,Los Angeles Youth Network (LAYN),We're On Our Way,C,0,SMF,Youth,NA,Youth (Ages 18-25),No,0.88,6118 Carlos Ave, ,Los Angeles,90028,62118,Chris Albidrez,Outreach Manager,(323) 957-7757,calbidrez@layn.org,SPA 4,SD 3,CD 13,191000,17, ,15, , 
214,M,90.87,A,"1730 N Gramercy Pl, Los Angeles, CA, 90028",1,-118.312174,34.102349,018-003809,TH,Covenant House of California,COV HSE CA Supportive Apartment Program,C,0,SMF,Youth,NA,Youth (Ages 18-25),Yes,0.9,1730 Gramercy Pl., ,Los Angeles,90028,62118,Gladys Garibaldi,Community Housing Program Coordinator,(323) 461-3131,ggaribaldi@covca.org,SPA 4,SD 3,CD 13,190301,10, ,9, , 
215,M,92.5,A,"340 N Madison Ave, Los Angeles, CA, 90004",1,-118.289101,34.076912,044-008588,ES,People Assisting the Homeless (PATH),Coordinated Assessment Motel Vouchers,C,Voucher beds,HC,Family,NA, ,Yes,1,340 N Madison Ave, ,Los Angeles,90029,62118,Mario Cardona,Associate Director,(323) 960-3335,mcardona@epath.org,SPA 4,SD 2,CD 13,192700,7, ,7, , 
216,M,100,A,"1260 N Westmoreland Ave, Los Angeles, CA, 90029",1,-118.287738,34.094814,263-005703,PSH,Hollywood Community Housing Corporation,Hollywood Bungalow Courts,C,0,SMF,Individual,HIV,Chronically Homeless,No,1,1260 N. Westmoreland Ave., ,Los Angeles,90029,62118,Consuelo Lopez,Program Manager,(323) 454-6206,clopez@hollywoodhousing.org,SPA 4,SD 3,CD 13,191300,15, ,15, , 
217,M,92.5,A,"340 N Madison Ave, Los Angeles, CA, 90004",1,-118.289101,34.076912,044-008558,TH,People Assisting the Homeless (PATH),GPD - PATH Ways Regional Homeless Center,C,0,SMF+HC,Family,NA,Chronically Homeless,Yes,0.97,340 N. Madison Ave., ,Los Angeles,90029,62118,Mario Cardona,Associate Director,(323) 960-3334,mcardona@epath.org,SPA 4,SD 2,CD 13,192700,94, ,91, ,Veterans
218,M,92.5,A,"340 N Madison Ave, Los Angeles, CA, 90004",1,-118.289101,34.076912,044-008583,OPH,People Assisting the Homeless (PATH),HACLA - Tenant Based Supportive Housing,C,0,SMF+HC,Family,NA, ,No,0.09,340 N. Madison Ave., ,Los Angeles,90029,62118,Mario Cardona,Associate Director,(323) 960-3333,mcardona@epath.org,SPA 4,SD 2,CD 13,192700,43, ,4, , 
219,M,100,PP, ,1,-118.211561,34.04838,029-007002,TH,LA House of Ruth,Transitional Shelter (609),C,0,SFHC,Family,NA,NA,Yes,1.08,Confidential, ,Los Angeles,90033,62118,Beatriz Velazquez,Case Manager,(323) 266-4139,ruth33288@aol.com,SPA 4,SD 1,CD 14,206030,13, ,14, , 
220,M,100,A,"1181 N Virgil Ave, Los Angeles, CA, 90029",1,-118.286636,34.092933,309-010402,TH,Society of St. Vincent de Paul Social Services,Family Housing-Transitional Housing Program,C,0,HC,Family,NA,NA,No,0.38,1181 N VIRGIL AVE, ,Los Angeles,90029,62118,Gigi Tsontos,Director of Social Services,(213) 229-9970,atsontos@svdpla.org,SPA 4,SD 3,CD 13,191300,8, ,3, , 
221,M,100,A,"1181 N Virgil Ave, Los Angeles, CA, 90029",1,-118.286636,34.092933,309-010403,PSH,Society of St. Vincent de Paul Social Services,Family Housing Permanent Supportive Program,C,0,HC,Family,NA,NA,No,0.92,1181 N VIRGIL AVE, ,Los Angeles,90029,62118,Gigi Tsontos,Director of Social Services,(213) 229-9970,atsontos@svdpla.org,SPA 4,SD 3,CD 13,191300,12, ,11, , 
222,M,92.5,A,"340 N Madison Ave, Los Angeles, CA, 90004",1,-118.289101,34.076912,044-008582,PSH,People Assisting the Homeless (PATH),Housing for Health,N,0,SMF,Individual,NA, ,No,0.33,340 N. Madison Ave., ,Los Angeles,90029,62118,Mario Cardona,Associate Director,(323) 960-3334,mcardona@epath.org,SPA 4,SD 2,CD 13,192700,70, ,23, , 
223,M,92.5,A,"340 N Madison Ave, Los Angeles, CA, 90004",1,-118.289101,34.076912,044-008571,OPH,People Assisting the Homeless (PATH),Homeless Section 8 Voucher Program (HACoLA),C,0,SMF+HC,Family,NA,Chronically Homeless,Yes,0,340 N. Madison Ave., ,Los Angeles,90029,62118,Mario Cardona,Associate Director,(323) 960-3334,mcardona@epath.org,SPA 4,SD 2,CD 13,192700,7, ,0, , 
224,M,90.87,A,"1625 Schrader Blvd, Los Angeles, CA, 90028",1,-118.332543,34.100235,179-006901,TH,Los Angeles Gay & Lesbian Community Services Center,Kruks/Tilsner Transitional Living Program,C,0,SMF,Youth,NA,Youth (Ages 18-25),Yes,0.92,1625 N. Schrader Blvd., ,Los Angeles,90028,62118,Luis Hernandez,Program Supervisor,(323) 993-7463,lhernandez@lagaycenter.org,SPA 4,SD 3,CD 13,190700,24, ,22, , 
225,M,100,PP, ,1,-118.210666,34.04811,228-002900,ES,Chicana Service Action Center,East L.A. Bilingual Shelter,C,Facility-based beds,SFHC,Family,DV,NA,No,0.26,Confidential, ,Los Angeles,90033,62118,Liana Garcia,Counselor,(323) 264-5627,liana.garcia@lacsac.com,SPA 4,SD 1,CD 14,206030,23, ,6, , 
226,M,100,A,"171 S Gless St, Los Angeles, CA, 90033",1,-118.223084,34.04588,071-009051,ES,Proyecto Pastoral,Guadalupe Homeless Project,C,Facility-based beds,SMF,Individual,NA,Chronically Homeless,No,0.98,171 South Gless St., ,Los Angeles,90033,62118,Raquel Roman,Program Director,(323) 881-0018,rroman@proyectopastoral.org,SPA 4,SD 1,CD 14,206040,60, ,59, , 
227,M,100,A,"207 N Breed St, Los Angeles, CA, 90033",1,-118.210046,34.045756,373-015053,ES,The Whole Child,FSC Emergency Shelter,N,Facility-based beds,HC,Family,NA, ,Yes,1.1,207 N BREED ST, ,Los Angeles,90033,62118,Vanessa Sedano,,(562) 236-4692,,SPA 4,SD 1,CD 14,204420,41, ,45, , 
228,M,92.5,A,"907 E 7th St, Los Angeles, CA, 90021",1,-118.244177,34.03901,039-009735,PSH,Los Angeles Single Room Occupancy Housing Corporation,New Terminal Hotel,C,0,SMF,Individual,NA,Chronically Homeless,No,0.95,907 E. 7th St., ,Los Angeles,90023,62118,Virginia Reed,Program Manager,(213) 633-4716,vreed@srohousing.org,SPA 4,SD 2,CD 14,206300,39, ,37,Skidrow, 
229,M,100,A,"240 N Breed St, Los Angeles, CA, 90033",1,-118.209563,34.046273,083-011296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",RRH,Volunteers of America of Los Angeles,SSVF - Supportive Services for Veteran Families,N,0,HC,Family,NA, ,No,1.000000000000000,240 N BREED ST, ,Los Angeles,90033.000000000000000,62118.000000000000000,Henery Wilson,Program Director,(213) 799-1832,henerywil@aol.com,SPA 4,SD 1,CD 14,204420.000000000000000,35.000000000000000, ,35.000000000000000, , ",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,M,100,A,"1208 Pleasant Ave, Los Angeles, CA, 90033",1,-118.222746,34.053001,078-006305,ES,"Jovenes, Inc.",La Posada Year Round Shelter Program,C,Facility-based beds,SM,Youth,NA,Youth (Ages 18-25),Yes,1,1208 Pleasant Ave., ,Los Angeles,90033,62118,Andrea Marchetti,Executive Director,(323) 260-8027,Amarchetti@jovenesinc.org,SPA 4,SD 1,CD 14,206030,4, ,4, , 
231,M,100,A,"1320 Pleasant Ave, Los Angeles, CA, 90033",1,-118.222482,34.05209,078-006301,ES,"Jovenes, Inc.",La Posada Emergency Shelter,C,Facility-based beds,SM,Youth,NA,Youth (Ages 18-25),Yes,0.62,1320 Pleasant Ave., ,Los Angeles,90033,62118,Andrea Marchetti,Executive Director,(323) 260-8025,Amarchetti@jovenesinc.org,SPA 4,SD 1,CD 14,206030,8, ,5, , 
232,M,100,M,"221 N Breed St, Los Angeles, CA, 90033",1,-118.209894,34.04599,026-006898,ES,LA Family Housing Corporation,Crisis Housing - Motel Vouchers (SPA 4),C,Voucher beds,HC,Family,NA, ,Yes,0.09,207 & 221 N. Breed Street, ,Los Angeles,90033,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4092,kfreed@lafh.org,SPA 4,SD 1,CD 14,204420,132, ,12, , 
233,M,100,M,"221 N Breed St, Los Angeles, CA, 90033",1,-118.209894,34.04599,026-006855,ES,LA Family Housing Corporation,Comunidad Cesar Chavez Family Shelter,C,Facility-based beds,HC,Family,NA,NA,Yes,0.9,207 & 221 N. Breed Street, ,Los Angeles,90033,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4091,kfreed@lafh.org,SPA 4,SD 1,CD 14,204420,84, ,76, , 
234,M,100,A,"2201 E 1st St, Los Angeles, CA, 90033",1,-118.212456,34.044452,011-001113,PSH,A Community of Friends,Las Palomas Hotel,C,0,SMF,Individual,NA,Developmentally Disabled,Yes,0.89,2201 E. First St., ,Los Angeles,90033,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 4,SD 1,CD 14,204420,61, ,54, , 
235,M,100,A,"1208 Pleasant Ave, Los Angeles, CA, 90033",1,-118.222746,34.053001,078-006300,TH,"Jovenes, Inc.",Casa Olivares Transitional Housing Program,C,0,SM,Youth,NA,Youth (Ages 18-25),Yes,0.86,1208 Pleasant Ave., ,Los Angeles,90033,62118,Andrea Marchetti,Executive Director,(323) 260-8026,Amarchetti@jovenesinc.org,SPA 4,SD 1,CD 14,206030,7, ,6, , 
236,M,100,PP, ,1,-118.209811,34.047706,029-007000,TH,LA House of Ruth,Casa Guadalupe Transitional Shelter,C,0,HC,Family,NA,NA,Yes,0.5,Confidential, ,Los Angeles,90033,62118,Beatriz Velazquez,Case Manager,(323) 266-4139,ruth33288@aol.com,SPA 4,SD 1,CD 14,206030,20, ,10, , 
237,M,100,A,"1208 Pleasant Ave, Los Angeles, CA, 90033",1,-118.222746,34.053001,078-006309,TH,"Jovenes, Inc.",Transition To My Place,C,0,SMF,Youth,NA,Youth (Ages 18-25),Yes,0.54,1208 Pleasant Ave., ,Los Angeles,90033,62118,Andrea Marchetti,Executive Director,(323) 260-8028,Amarchetti@jovenesinc.org,SPA 4,SD 1,CD 14,206030,13, ,7, , 
238,M,100,A,"1765 S La Cienega Blvd, Los Angeles, CA, 90035",1,-118.376666,34.045451,083-011269,TH,Volunteers of America of Los Angeles,VS-90 Vets released from incarceration,C,0,SMF,Individual,NA,Persons Returning from Prison or Jail,No,0.8,1765 S LA CIENEGA BLVD, ,Los Angeles,90035,62118,Johnny Glanton,Program Manager,(310) 204-0690,jglanton@voala.org,SPA 5,SD 2,CD 5,217000,50, ,40, ,Veterans
239,M,100,M,"411 Progress Pl, Los Angeles, CA, 90033",1,-118.222574,34.052129,078-006302,PSH,"Jovenes, Inc.",Progress Place Apartments,C,0,SMF,Youth,NA,Youth (Ages 18-25),No,0.86,411-413 1/2  Progress Place, ,Los Angeles,90033,62118,Andrea Marchetti,Executive Director,(323) 260-8023,Amarchetti@jovenesinc.org,SPA 4,SD 1,CD 14,206030,14, ,12, , 
240,M,89.04,A,"330 S Gless St, Los Angeles, CA, 90033",1,-118.222809,34.043865,078-006308,TH,"Jovenes, Inc.",Jovenes Independent Living Program,C,0,SM,Youth,NA, ,Yes,0,330 S. Gless, ,Los Angeles,90033,62118,Andrea Marchetti,Executive Director,(323) 260-8024,Amarchetti@jovenesinc.org,SPA 4,SD 1,CD 14,206040,2, ,0, , 
242,M,100,A,"3804 Broadway Pl, Los Angeles, CA, 90037",1,-118.276151,34.012985,083-011281,ES,Volunteers of America of Los Angeles,Pathways to Home YRP,C,Facility-based beds,SMF,Individual,NA,NA,Yes,0.84,3804 BROADWAY PL, ,Los Angeles,90037,62118,Henery Wilson,Program Director,(213) 799-1832,henerywil@aol.com,SPA 6,SD 2,CD 9,231100,440, ,370, , 
243,M,100,M,"1325 Pleasant Ave, Los Angeles, CA, 90033",1,-118.22227,34.051869,029-007007,RRH,LA House of Ruth,First 5 LA Rental Assistance,C,0,HC,Family,NA,NA,No,1,325 Pleasant Ave, ,Los Angeles,90033,62118,Beatriz Velazquez,Case Manager,(323) 266-4139,ruth33288@aol.com,SPA 4,SD 1,CD 14,203500,145, ,145, , 
244,M,100,A,"417 W 55th St, Los Angeles, CA, 90037",1,-118.281266,33.99244,230-003050,TH,"Chosen Gospel Recovery, Inc.",Ruby's House I and II,C,0,SFHC,Family,NA,Substance Abusers,No,0.82,417 West 55th St., ,Los Angeles,90037,62118,Darlene Watley,Executive Director,(323) 244-6902,darlene@chosen-ministry.org,SPA 6,SD 2,CD 9,232800,40, ,33, , 
245,M,100,A,"5201 S Vermont Ave, Los Angeles, CA, 90037",1,-118.291569,33.995031,037-010011,PSH,South Central Health & Rehabilitation Program,Homes for Good,N,0,SMF,Individual,NA, ,No,1,5201 S VERMONT AVE, ,Los Angeles,90037,62118,Julie Elder,Contract Specialist,(310) 631-8004,skyelder1@earthlink.net,SPA 6,SD 2,CD 9,232600,10, ,10, , 
246,M,89.04,A,"543 N Fairfax Ave, Los Angeles, CA, 90036",1,-118.361527,34.080956,128-002751,TH,"Center for the Pacific Asian Family, Inc.",CPAF Transitional Housing Program,C,0,SFHC,Family,DV,NA,Yes,0.65,543 N Fairfax, #108,Los Angeles,90036,62118,Wanda Luong,Transitional Housing Program Mgr.,(310) 784-2525,WandaL@cpaf.info,SPA 4,SD 3,CD 5,194400,20, ,13, , 
247,M,100,A,"1017 W 50th St, Los Angeles, CA, 90037",1,-118.292162,33.997813,152-004601,TH,"First To Serve, Inc.",First to Serve Transitional Housing Program,C,0,SM,Individual,NA,Substance Abusers,Yes,0.64,1017 W. 50th St., ,Los Angeles,90037,62118,Richard Reed,Executive Director,(323) 758-4670,rreed@firsttoserve.org,SPA 6,SD 2,CD 9,232300,14, ,9, , 
248,M,100,A,"5715 S Broadway, Los Angeles, CA, 90037",1,-118.278367,33.990432,038-010105,ES,"Special Service for Groups, Inc.",DPSS Emergency Shelter Services,C,Facility-based beds,SFHC,Family,NA,Multi-Diagnosed,Yes,1,5715 S BROADWAY, ,Los Angeles,90037,62118,Marion Pate,Senior Program Manager,(323) 948-0444,mpate@hopics.org,SPA 6,SD 2,CD 9,232800,4, ,4, , 
249,M,92.5,A,"5000 Edenhurst Ave, Los Angeles, CA, 90039",1,-118.273237,34.142113,213-001800,TH,"Immanuel Housing Inc (Formerly Beacon Housing, Inc.)",Casa de Alegria,C,0,SMF+HC,Family,DV,NA,No,0.61,5000 Edenhurst Ave, ,Los Angeles,90036,62118,Karen Hirst,Executive Director,(323) 256-6975,karen@immanuelhousing.org,SPA 4,SD 3,CD 13,188100,36, ,22, , 
250,M,90.87,A,"2037 Lincoln Park Ave, Los Angeles, CA, 90031",1,-118.202494,34.068334,011-001101,PSH,A Community of Friends,Amistad,C,0,HC,Family,NA,Mentally Ill,Yes,0.78,2037 N. Lincoln Park Ave., ,Los Angeles,90031,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 4,SD 1,CD 1,199120,80, ,62, , 
251,M,89.04,A,"543 N Fairfax Ave, Los Angeles, CA, 90036",1,-118.361527,34.080956,128-002750,ES,"Center for the Pacific Asian Family, Inc.",CPAF Emergency Shelter,C,Facility-based beds,SFHC,Family,DV,NA,No,0.53,543 N Fairfax, #108,Los Angeles,90036,62118,Kam Lopez,Emergency Program Manager,(323) 653-4045,kamw@cpaf.info,SPA 4,SD 3,CD 5,194400,45, ,24, , 
252,M,92.5,A,"1453 16th St, Santa Monica, CA, 90404",1,-118.482927,34.024955,066-008126,PSH,OPCC,S+C Tenant Based Project (Santa Monica) - HACoLA,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.65,1453 16th Street, ,Santa Monica,90035,63384,Theresa Jones,Housing Manager,(310) 450-4050,tjones@opcc.net,SPA 5,SD 3,NA,701702,81, ,53, , 
253,M,100,A,"5715 S Broadway, Los Angeles, CA, 90037",1,-118.278367,33.990432,038-010158,OPH,"Special Service for Groups, Inc.",Homeless Section 8 Voucher Program (HACLA),C,0,SMF+HC,Family,NA, ,Yes,1.01,5715 S BROADWAY, ,Los Angeles,90037,62118,Elvira Quintos,Program Director,(213) 483-3000,equintos@apctc.org,SPA 6,SD 2,CD 9,232800,361, ,365, , 
254,M,100,A,"1017 W 50th St, Los Angeles, CA, 90037",1,-118.292162,33.997813,152-004605,TH,"First To Serve, Inc.",House of Dignity 1,C,0,SF,Individual,DV,NA,Yes,0.4,1017 W. 50th St., ,Los Angeles,90037,62118,Richard Reed,Executive Director,(323) 758-4670,rreed@firsttoserve.org,SPA 6,SD 2,CD 9,232300,15, ,6, , 
255,M,100,A,"1140 N Gower St, Los Angeles, CA, 90038",1,-118.322206,34.091502,011-001110,PSH,A Community of Friends,Gower Street Apartments,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.93,1140 N. Gower St., ,Los Angeles,90038,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 4,SD 3,CD 13,190902,54, ,50, , 
256,M,100,A,"1017 W 50th St, Los Angeles, CA, 90037",1,-118.292162,33.997813,152-004606,TH,"First To Serve, Inc.",House of Dignity 2,C,0,HC,Family,DV,NA,Yes,0.73,1017 W. 50th St., ,Los Angeles,90037,62118,Richard Reed,Executive Director,(323) 758-4670,rreed@firsttoserve.org,SPA 6,SD 2,CD 9,232300,15, ,11, , 
257,M,89.04,A,"5102 S Broadway, Los Angeles, CA, 90037",1,-118.278254,33.996435,012-001973,RRH,"Beyond Shelter, Inc.",First 5 LA Rental Assistance,C,1,HC,Family,NA, ,No,2,5102 S. Broadway St., ,Los Angeles,90037,62118,Joel John Roberts,CEO,(323) 644-2210,joelr.epath.org,SPA 6,SD 2,CD 9,231900,33, ,33, , 
258,M,89.04,A,"5101 S Broadway, Los Angeles, CA, 90037",1,-118.278387,33.996467,012-001968,RRH,"Beyond Shelter, Inc.",First 5 LA Rental Assistance,C,0,HC,Family,NA,NA,No,1,5101 S. Broadway St., ,Los Angeles,90037,62118,Joel John Roberts,CEO,(323) 644-2209,joelr.epath.org,SPA 6,SD 2,CD 9,231900,127, ,127, , 
259,M,90.87,A,"4052 S Budlong Ave, Los Angeles, CA, 90037",1,-118.295839,34.009869,152-004600,TH,"First To Serve, Inc.",Flimsy Reed,C,0,SM,Individual,NA,Substance Abusers,No,0.95,4052 Budlong Ave., ,Los Angeles,90037,62118,Richard Reed,Executive Director,(323) 758-4670,rreed@firsttoserve.org,SPA 6,SD 2,CD 9,231600,22, ,21, , 
260,M,100,A,"1146 Tamarind Ave, Los Angeles, CA, 90038",1,-118.318967,34.091616,089-010461,PSH,"Step Up On Second Street, Inc.",Hollywood Tamarind Project,C,0,SMF,Individual,NA,Chronically Homeless,No,0.86,1146 TAMARIND AVE, ,Los Angeles,90038,62118,Aaron Criswell,Director of Supportive Services,(310) 394-6889 x 32,aaron@stepuponsecond.org,SPA 4,SD 3,CD 13,190902,7, ,6, , 
261,M,100,A,"1057 Vine St, Los Angeles, CA, 90038",1,-118.326692,34.089911,089-010459,PSH,"Step Up On Second Street, Inc.",Step Up on Vine,N,0,SMF,Individual,NA,Mentally Ill,No,0.84,1057 VINE ST, ,Los Angeles,90038,62118,Aaron Criswell,Director of Supportive Services,(310) 394-6889 x 32,aaron@stepuponsecond.org,SPA 4,SD 3,CD 13,191810,32, ,27, , 
262,M,100,A,"1220 N Highland Ave, Los Angeles, CA, 90038",1,-118.338544,34.09296,179-006903,ES,Los Angeles Gay & Lesbian Community Services Center,Emergency Overnight Bed Program,C,Facility-based beds,SMF,Youth,NA,Youth (Ages 18-25),Yes,1,1220 N. Highland Ave., ,Los Angeles,90038,62118,Luis Hernandez,Program Supervisor,(323) 993-7463,lhernandez@lagaycenter.org,SPA 4,SD 3,CD 4,191900,14, ,14, , 
263,M,100,A,"1151 N La Brea Ave, West Hollywood, CA, 90038",1,-118.344135,34.091639,436-018502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",PSH,West Hollywood Community Housing Corporation,Courtyard at La Brea,N,0,SMF,Individual,NA, ,Yes,1.000000000000000,1151 N LA BREA AVE, ,West Hollywood,90038.000000000000000,69037.000000000000000,Danny Pepper,Director of Resident Services,(323) 650-8771,danny@whchc.org,SPA 4,SD 3,NA,0.000000000000000,3.000000000000000, ,3.000000000000000, , ",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,M,90.87,A,"1277 Wilcox Ave, Los Angeles, CA, 90038",1,-118.331062,34.094014,431-018251,PSH,Housing Works,Housing for Health,N,0,SMF,Individual,NA, ,No,0,1277 N. Wilcox Ave., ,Los Angeles,90038,62118,Mary Kichen,Executive Director,(323) 222-2775,mkirchen@housingworksca.org,SPA 4,SD 3,CD 4,190800,77, ,0, , 
